ID,Name,Critic_Score,Critic_Count,User_Score,User_Count
7575,Dead to Rights II,51,32,5.3,7
7576,Super Dodge Ball Advance,79,11,,
7577,FIFA 16,81,10,4.4,296
7578,Teenage Mutant Ninja Turtles: Danger of the Ooze,,,6.4,7
7579,Ogre Battle Saga Episode Five: The March of the Black Queen,,,,
7580,The Heavy Rain and Beyond: Two Souls Collection,,,,
7581,NBA Live 14,36,14,3.1,88
7582,Kung Fu Rider,36,45,3.7,21
7583,MDK,,,,
7584,DarkStar One: Broken Alliance,63,33,7.2,19
7585,Dragon Ball: Xenoverse 2,73,8,7.3,29
7586,WRC: FIA World Rally Championship,68,24,4.5,4
7587,Odin Sphere: Leifthrasir,87,49,8.2,178
7588,"Ni Hao, Kai-lan: New Year's Celebration",,,,
7589,Rock Band Track Pack: Classic Rock,,,,
7590,Ty the Tasmanian Tiger 2: Bush Rescue,70,20,8.6,11
7591,Body and Brain Connection,57,33,4.8,4
7592,Speed Punks,,,,
7593,Dragon Ball: Revenge of King Piccolo,65,25,7.3,15
7594,The Legend of Heroes VII: The Trail of Blue,,,,
7595,High School Musical 3: Senior Year DANCE!,,,,
7596,Warriors Orochi,62,13,6.6,10
7597,MVP Baseball 2003,82,18,9,9
7598,Monster Jam,43,9,6.4,5
7599,Infinite Space,75,46,9,61
7600,NCAA Final Four 2004,45,16,,
7601,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72,31,6,6
7602,Body Harvest,,,,
7603,San Francisco Rush 2049,,,,
7604,Super Robot Taisen 64,,,,
7605,Snowboard Kids,,,,
7606,Tigger's Honey Hunt,,,,
7607,Famista 64,,,,
7608,Roadsters 99,,,,
7609,Magical Tetris Challenge,,,,
7610,Twisted Edge Extreme Snowboarding,,,,
7611,Disney's Tarzan,,,,
7612,South Park Rally,,,,
7613,NBA 07,68,24,7,5
7614,Two Worlds II,76,31,6.5,315
7615,IHRA Drag Racing 2004,40,5,7.4,7
7616,Shining Hearts,,,,
7617,The Legend of Heroes: Trails of Cold Steel,86,12,7.7,128
7618,Clive Barker's Jericho,60,34,7.1,52
7619,Tekken 3D: Prime Edition,64,42,5.9,39
7620,Marvel: Ultimate Alliance 2,65,7,6.7,9
7621,Treasure World,68,14,,
7622,SingStar: Back to the 80s,,,,
7623,Jissen Pachi-Slot Hisshouhou! Aladdin A,,,,
7624,Ford Racing Off Road,37,5,,
7625,Namco Museum: 50th Anniversary,60,7,,
7626,Nobunaga no Yabou: Reppuuden,,,,
7627,The BIGS 2,,,,
7628,Front Mission Evolved,58,52,6.1,24
7629,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,,,,
7630,Mat Hoffman's Pro BMX 2,75,16,,
7631,Treasure Hunter G,,,,
7632,Ashes Cricket 2009,,,,
7633,From Russia With Love,71,34,8.8,12
7634,Sleeping Dogs,,,,
7635,Wing Arms,,,,
7636,Press Your Luck 2010 Edition,,,,
7637,Apache: Air Assault,66,17,6.1,12
7638,Pro Yaky? Spirits 2013,,,,
7639,Cabela's North American Adventures,,,,
7640,Wizards of Waverly Place: Spellbound,,,,
7641,Dying Light,75,40,7.9,1295
7642,Cabela's Big Game Hunter (2008),,,,
7643,The Cheetah Girls: Passport to Stardom,,,,
7644,Grandia II,90,17,8.8,57
7645,Namco Museum Vol.4,,,,
7646,Ridge Racer 6,74,65,7.1,28
7647,Shark Tale,67,28,,
7648,NFL Street 2,77,24,,
7649,Pro Yaky? Spirits 2013,,,,
7650,My Secret World by Imagine,,,8.8,5
7651,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53,20,7,10
7652,Zone of the Enders HD Collection,75,21,8.8,20
7653,Record of Agarest War,71,7,7,35
7654,Gladius,78,27,8,22
7655,Earth Defense Force: Insect Armageddon,63,28,7,24
7656,Dave Mirra Freestyle BMX 2,76,18,8.2,6
7657,Pro Yaky? Spirits 2012,,,,
7658,SpongeBob SquarePants: Revenge of the Flying Dutchman,66,4,8.3,10
7659,Taiko no Tatsujin: Go! Go! Godaime,,,,
7660,Taiko Drum Master,77,35,8.1,8
7661,Bust-A-Move 2 Arcade Edition,,,,
7662,Tetris Worlds (Online Edition),62,13,,
7663,Total War: Shogun 2 - Fall of the Samurai,,,,
7664,Dungeon Hunter Alliance,49,34,6.4,61
7665,Forgotten Realms: Demon Stone,71,40,6.8,18
7666,Super Baseball Simulator 1.000,,,,
7667,Soldier of Fortune: Payback,50,35,5.6,20
7668,Afro Samurai,65,52,6.1,27
7669,Looney Tunes: Space Race,62,14,,
7670,Puzzle Challenge: Crosswords and More!,,,,
7671,Neighborhood Games,49,6,,
7672,Backyard Hockey,,,,
7673,The Amazing Spider-Man (Console Version),,,,
7674,Farming Simulator 2015,,,,
7675,Silent Hill: Book of Memories,58,57,5.1,102
7676,Playboy: The Mansion,59,33,7.5,18
7677,Jikkyou Powerful Pro Yakyuu 2010,,,,
7678,Sid Meier's Pirates!,,,,
7679,Ore no Shikabane o Koete Yuke,,,,
7680,Baja: Edge of Control,65,35,7.1,18
7681,Tiger Woods PGA Tour 06,80,15,7.9,8
7682,Shaman King: Spirit of Shamans,,,,
7683,Ratatouille,65,4,,
7684,Bleach: The 3rd Phantom,59,28,8,10
7685,The Fairly Odd Parents: Enter the Cleft,,,,
7686,MC Groovz Dance Craze,42,8,6.8,9
7687,The Thing,78,21,6.6,14
7688,Tom and Jerry in House Trap,,,,
7689,Power Rangers: Time Force,,,,
7690,Untold Legends: Dark Kingdom,58,40,7.2,36
7691,Jikkyou Powerful Pro Yakyuu 2011,,,,
7692,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,,,,
7693,Plants vs. Zombies,85,8,7.9,60
7694,Baldur's Gate: Dark Alliance,83,25,8.3,26
7695,Prince of Persia: Warrior Within,83,31,8.6,20
7696,Mahjongg Mysteries: Ancient Egypt,,,,
7697,Aikatsu! Cinderella Lesson,,,,
7698,UFC: Tapout,,,,
7699,Warriors Orochi,53,27,7.4,13
7700,Predator: Concrete Jungle,47,14,8.8,76
7701,Cabela's Survival: Shadows of Katmai,,,8,5
7702,Arcana Heart 3,73,10,7.5,27
7703,X-Men Origins: Wolverine,55,8,8.1,8
7704,Big Mutha Truckers 2,51,26,2.1,9
7705,Armored Core 4,65,36,6.8,25
7706,Shutter Island,,,,
7707,Solatorobo: Red the Hunter,76,40,7.9,23
7708,NHL FaceOff 2001,57,11,4,4
7709,Mana Khemia 2: Fall of Alchemy,70,12,8.2,17
7710,The Great Escape,57,19,8,21
7711,Just Dance 2: Extra Songs,,,,
7712,Castlevania: Lords of Shadow 2,63,55,7.8,528
7713,Dexter's Lab Chess Challenge,,,,
7714,CSI: Unsolved!,,,,
7715,Big Mutha Truckers,59,12,4.3,9
7716,Way of the Samurai 4,58,25,6.5,15
7717,ESA Foundation Compilation,,,,
7718,The Hobbit,67,6,9.2,17
7719,The King of Fighters XI,75,30,8.5,15
7720,Tom Clancy's Splinter Cell: Essentials,58,37,7.5,39
7721,The Naked Brothers Band: The Video Game,,,,
7722,Chronicles of Mystery: Curse of the Ancient Temple,57,7,,
7723,Dragon Ball Z: Idainaru Dragon Ball Densetsu,,,,
7724,Major League Baseball 2K12,68,8,4.4,5
7725,Family Guy,51,14,6.3,15
7726,Dead Space 3,78,16,6,1096
7727,Sniper Elite,76,21,8.9,36
7728,Yoga Wii,,,,
7729,MLB 16: The Show,,,,
7730,Harry Potter and the Goblet of Fire,70,13,7.4,16
7731,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,,,,
7732,Parlor! Mini 4,,,,
7733,Breath of Fire II,81,16,8.8,16
7734,The Amazing Spider-Man (Console Version),,,,
7735,Danganronpa 2: Goodbye Despair,,,,
7736,Iron Chef America: Supreme Cuisine,,,,
7737,Test Drive Unlimited 2,72,19,5.7,253
7738,UFC Personal Trainer: The Ultimate Fitness System,65,8,2.4,5
7739,Ice Age 2: The Meltdown,67,9,,
7740,Conan,69,49,7.3,67
7741,Steins;Gate,,,,
7742,Dinotopia: The Timestone Pirates,64,9,,
7743,Power Pro Kun Pocket 12,,,,
7744,Petz Pony: Beauty Pageant,,,,
7745,Rune Factory: Tides of Destiny,,,7,11
7746,J-League Jikkyou Winning Eleven 3,,,,
7747,No More Heroes: Heroes' Paradise,72,38,7.3,38
7748,Jissen Pachi-Slot Hisshouhou,,,,
7749,Shin Megami Tensei IV: Final,,,,
7750,Aliens vs Predator,68,35,7.4,985
7751,Captain America: Super Soldier,61,34,7.3,40
7752,Pac-Man & Galaga Dimensions,,,,
7753,Manhunt,74,37,7.9,19
7754,NCAA Final Four 2003,57,16,6,4
7755,Dynasty Warriors: Gundam 2,49,30,7,18
7756,Dream Salon,,,,
7757,Bound By Flame,53,40,5.9,230
7758,We Wish You A Merry Christmas,,,,
7759,Spectrobes: Origins,71,22,8.4,16
7760,Rock Band Country Track Pack,,,,
7761,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,,,,
7762,J-League Excite Stage '96,,,,
7763,Just Dance: Greatest Hits,,,,
7764,New Love Plus,,,,
7765,DanceMasters,63,30,5.9,7
7766,Breath of Fire: Dragon Quarter,78,28,6.9,35
7767,Jikkyou J-League Perfect Striker,,,,
7768,Super Robot Taisen: Scramble Commander,,,,
7769,Shiren the Wanderer,71,21,7.6,5
7770,Re-Volt,,,,
7771,Kan Colle Kai,,,,
7772,Descent,,,,
7773,LEGO Marvel's Avengers,60,4,7.1,15
7774,Just Dance 2016,,,4.2,6
7775,Spore Hero Arena,49,11,2.6,8
7776,Disney's Magical Mirror Starring Mickey Mouse,50,9,8.9,10
7777,Enchanted Arms,69,54,6.9,60
7778,Are You Smarter Than a 5th Grader? Back to School,,,,
7779,Conflict: Denied Ops,52,35,4.9,22
7780,Mafia III,63,29,3.2,881
7781,The Rise of the Argonauts,,,,
7782,Barbie Fashion Show: An Eye for Style,,,,
7783,IHRA Professional Drag Racing 2005,,,,
7784,Mace Griffin: Bounty Hunter,62,19,8.3,7
7785,101-in-1 Explosive Megamix,46,13,,
7786,Legacy of Kain: Defiance,74,30,7.9,21
7787,Final Fantasy XI,66,25,6.5,33
7788,Scene It? Twilight,,,,
7789,Trivial Pursuit unhinged,51,11,,
7790,Tales of the World: Narikiri Dungeon 2,,,,
7791,Peter Jackson's King Kong: The Official Game of the Movie,56,10,6.4,22
7792,Fighter Within,23,39,3,211
7793,Aliens versus Predator: Extinction,66,17,8.4,30
7794,Shrek: Forever After,57,11,4.5,6
7795,Silent Scope 2: Dark Silhouette,64,17,,
7796,The Spiderwick Chronicles,62,13,,
7797,Dave Mirra Freestyle BMX 2,85,7,,
7798,X-Men Origins: Wolverine,60,6,7.5,12
7799,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,,,,
7800,Tokimeki Memorial Girl's Side 3rd Story,,,,
7801,NHL Hitz Pro,79,23,8.9,13
7802,Allied General,,,,
7803,Marvel Super Hero Squad: Comic Combat,,,,
7804,Kamen Rider: Battride War,,,,
7805,Fire ProWrestling G,,,,
7806,Space Invaders Extreme 2,82,38,7.1,8
7807,Need for Speed: The Run,65,9,6,26
7808,Supreme Commander 2,77,54,6.2,803
7809,Avatar: The Last Airbender - Into the Inferno,,,,
7810,Quantum Theory,43,34,5.3,21
7811,Dawn of Discovery,81,24,8.5,15
7812,Guitar Hero Live,84,4,6.1,36
7813,GunGriffon,,,,
7814,SingStar Pop Vol.2,,,,
7815,SNK Arcade Classics Vol. 1,69,16,,
7816,Darkstalkers 3,,,,
7817,International Cricket 2010,,,,
7818,Frequency,83,26,9,29
7819,Inazuma Eleven Strikers 2012 Xtreme,,,,
7820,The Polar Express,,,,
7821,Dynasty Warriors 8: Empires,63,30,7.5,42
7822,2002 FIFA World Cup,79,17,9,4
7823,SpongeBob SquigglePants 3D,64,8,6,8
7824,Jampack: Summer 2003 (RP-T),,,,
7825,Frogger's Adventures 2: The Lost Wand,75,4,,
7826,Sudeki,72,75,8.4,49
7827,Majin and the Forsaken Kingdom,74,46,8.1,24
7828,Silent Hill HD Collection,69,17,5.6,98
7829,Arc Rise Fantasia,64,26,7.8,43
7830,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",,,,
7831,Hot Wheels: Track Attack,,,,
7832,Quake,,,,
7833,SpongeBob's Surf & Skate Roadtrip,,,,
7834,Sesame Street: Elmo's Number Journey,,,,
7835,Hexen,,,,
7836,Mace: The Dark Age,,,,
7837,Puyo Puyo Sun 64,,,,
7838,AeroFighters Assault,,,,
7839,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),,,,
7840,South Park: The Stick of Truth,85,48,8.6,1739
7841,Tottadoo! Yoiko no Mujintou Seikatsu,,,,
7842,Teenage Mutant Ninja Turtles 2: Battle Nexus,49,16,4.6,7
7843,Barbie Horse Adventures: Riding Camp,,,,
7844,MLB 12: The Show,76,15,7.8,42
7845,God Eater Resurrection,,,8.8,17
7846,SSX Tricky,66,9,,
7847,Kenka Banchou 4: Ichinen Sensou,,,,
7848,Warhammer: Shadow of the Horned Rat,,,,
7849,NBA 2K11,82,6,8.6,37
7850,Pet Zombies,,,,
7851,Pro Yakyuu Team o Tsukurou!,,,,
7852,WWE All Stars,68,11,7,8
7853,Naruto: Ninja Destiny,61,22,4.4,10
7854,FaceBreaker,54,57,6.3,19
7855,ESPN International Track & Field,,,,
7856,Spider-Man: Shattered Dimensions,73,13,7,6
7857,Lunar Legend,79,20,7.8,8
7858,Conflict: Global Terror,62,15,8.5,10
7859,Dante's Inferno,70,14,8.1,46
7860,Mystery Tales of Time Travel,,,,
7861,Injustice: Gods Among Us,82,5,7.9,112
7862,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,,,,
7863,NASCAR Unleashed,,,,
7864,Tomb Raider: Underworld,70,9,8.4,10
7865,Death Jr.,61,40,7.3,21
7866,Hulk,71,26,7.4,7
7867,Boogie,52,12,,
7868,Arcade Shooting Gallery,,,,
7869,Phantasy Star Universe,68,18,8.5,23
7870,Gungrave,65,28,8.6,16
7871,Schlag den Raab,,,,
7872,Transworld Surf,76,15,8.5,6
7873,Tenchu: Fatal Shadows,58,33,8,24
7874,50 Cent: Blood on the Sand,72,37,7.2,57
7875,Metro: Last Light,82,71,8.6,2654
7876,Evolve,77,39,4.3,969
7877,FIFA 14,,,3.4,23
7878,Resident Evil: Revelations,80,19,7.5,146
7879,Namco Museum Megamix,53,12,,
7880,Chaotic: Shadow Warriors,,,,
7881,The Legend of Spyro: A New Beginning,67,13,7.3,11
7882,International Soccer,,,,
7883,Princess Maker: Yumemiru Yosei,,,,
7884,3rd Super Robot Wars Z: Tengoku-Hen,,,,
7885,Armored Core: For Answer,62,22,7.6,31
7886,Big Air,,,,
7887,Shining Force II,,,,
7888,Taiko no Tatsujin: Wii U Version!,,,,
7889,Gallop Racer,,,,
7890,The Walking Dead: Season Two,,,,
7891,Harry Potter and the Prisoner of Azkaban,67,23,8.8,10
7892,3rd Super Robot Wars Z Jigoku Hen,,,,
7893,Where's Waldo? The Fantastic Journey,,,,
7894,Sudoku Gridmaster (JP sales),,,,
7895,Monsters vs. Aliens,64,4,,
7896,College Slam,,,,
7897,Street Fighter X Tekken,79,25,7.5,66
7898,Nobunaga no Yabou: Souzou,,,,
7899,The Legend of Heroes: Trails of Cold Steel II,80,23,7.3,73
7900,Pro Yaky? Spirits 4,,,,
7901,Rock Band Track Pack Volume 2,,,,
7902,Need for Speed: Shift 2 Unleashed,,,,
7903,Tamagotchi Party On!,,,,
7904,Daigasso! Band Brothers,,,,
7905,Rise of the Kasai,68,37,8,5
7906,Thoroughbred Breeder,,,,
7907,Momotarou Dentetsu World,,,,
7908,Singstar: Ultimate Party,47,19,4.1,18
7909,Beyblade: Metal Fusion - Battle Fortress,,,,
7910,Risen,60,37,6.4,77
7911,Nostalgia,72,36,7.6,19
7912,Dynasty Warriors Gundam,55,34,6.8,20
7913,Chibi-Robo! Park Patrol,78,14,7.5,13
7914,Jurassic: The Hunted,,,4.5,4
7915,Farmtopia,,,,
7916,DanceDanceRevolution,60,5,,
7917,Tom Clancy's Splinter Cell: Blacklist,82,13,7.4,754
7918,"Ni Hao, Kai-lan: Super Game Day",,,8.5,4
7919,One Piece: Unlimited Adventure,67,17,8.5,32
7920,Shaun White Skateboarding,61,26,6.5,8
7921,Crash & Spyro Superpack,,,,
7922,Reel Fishing Paradise 3D,57,5,,
7923,Conflict: Denied Ops,51,28,3.1,25
7924,Binary Domain,74,43,8,185
7925,Kuma-Tomo,,,,
7926,IL-2 Sturmovik: Birds of Prey,,,3,7
7927,ThunderStrike 2,,,,
7928,Magical ZhuZhu Princess: Carriages & Castles,,,,
7929,Pro Yaky? Spirits 2012,,,,
7930,Super Real Mahjong P V,,,,
7931,Thomas the Tank Engine & Friends,,,,
7932,Penguin no Mondai X: Tenkuu no 7 Senshi,,,,
7933,The Scorpion King: Sword of Osiris,72,14,,
7934,Jeep Thrills,,,5.7,9
7935,Ice Age: Dawn of the Dinosaurs,67,23,7.3,7
7936,Bubsy 3D,,,,
7937,NCAA Final Four 2001,49,10,,
7938,Robin Hood: Defender of the Crown,59,18,5.6,5
7939,Face Training,,,,
7940,Barbie Horse Adventures: Riding Camp,,,,
7941,SD Gundam GX,,,,
7942,R-Type Final,79,50,9.1,21
7943,Jackie Chan Adventures: Legend of the Dark Hand,,,,
7944,Bolt,59,11,6.8,6
7945,Mathews Bowhunting,,,,
7946,Phantasy Star Nova,,,,
7947,Pro Evolution Soccer 2014,,,,
7948,Sega GT 2002,82,24,8.2,24
7949,F1 2011,83,10,7.2,83
7950,Air Conflicts: Secret Wars,51,8,,
7951,Ty the Tasmanian Tiger 3: Night of the Quinkan,68,13,8.1,15
7952,Family Feud: 2012 Edition,,,,
7953,Samurai Warriors 2: Empires,55,20,7.3,7
7954,Blood Omen 2,76,22,9,9
7955,Earth Defense Force: Insect Armageddon,68,40,8.2,45
7956,Major League Baseball 2K10,74,19,5.3,4
7957,Saints Row IV,86,45,7.4,1543
7958,J-League Pro Soccer Club o Tsukurou! 5,,,,
7959,Harry Potter: Quidditch World Cup,69,14,7.5,4
7960,Dance Central: Spotlight,74,19,7,47
7961,Little Battlers eXperience W,,,,
7962,Warriors: Legends of Troy,44,22,7,24
7963,La Pucelle: Tactics,79,47,8.5,15
7964,Arcania: Gothic 4,63,25,4.4,307
7965,NBA Ballers: Chosen One,55,42,4.2,15
7966,Tiger Woods PGA Tour 07,81,21,6.8,6
7967,Disney's Meet the Robinsons,62,11,6.3,4
7968,Sword Art Online: Hollow Realization,69,32,7.7,52
7969,Star Wars: The Clone Wars & Tetris Worlds,,,,
7970,The Lord of the Rings: War in the North,66,21,7.1,289
7971,The Bee Game,,,,
7972,SBK X: Superbike World Championship,74,13,8.3,8
7973,Rango: The Video Game,65,23,6.4,7
7974,EverQuest Online Adventures: Frontiers,77,16,8.5,17
7975,Godzilla (2015),,,,
7976,Fairy Fencer F,65,31,7.4,50
7977,Shadows of the Damned,76,76,8.4,139
7978,Treasures of the Deep,,,,
7979,Phantasy Star Online Ver. 2,80,10,8.9,18
7980,Cabela's Survival: Shadows of Katmai,,,7.4,5
7981,Hot Wheels: Battle Force 5,,,,
7982,Go Play: Lumberjacks,,,,
7983,Fight Club,36,28,4.4,22
7984,Samurai Warriors: State of War,64,30,6.4,8
7985,Cabela's Survival: Shadows of Katmai,,,3.5,6
7986,Dragon Blade: Wrath of Fire,51,19,7.5,17
7987,Guilty Gear Xrd: Sign,,,,
7988,Dance Dance Revolution: Disney Grooves,,,,
7989,Camping Mama: Outdoor Adventures,51,5,,
7990,Harvest Moon: A Wonderful Life Special Edition,,,8.9,54
7991,Sports Illustrated for Kids: Football,,,,
7992,The Munchables,71,33,8.2,5
7993,How to Train Your Dragon 2,,,,
7994,.hack//Quarantine Part 4: The Final Chapter,,,,
7995,The Smurfs 2,,,,
7996,Close Combat: First to Fight,69,46,7.8,10
7997,Indiana Jones and the Emperor's Tomb,73,43,8.6,17
7998,Buffy the Vampire Slayer: Chaos Bleeds,72,27,8.9,47
7999,Remington Super Slam Hunting: North America,,,,
8000,Reel Fishing II,,,,
8001,Battle of Giants: Dinosaurs Strike,,,,
8002,Ty the Tasmanian Tiger,68,13,8.5,11
8003,Imagine: Babyz Fashion,,,,
8004,Dead or Alive,,,,
8005,Active Health with Carol Vorderman,,,,
8006,Driving Emotion Type-S,55,18,,
8007,Heavy Fire: Afghanistan,39,5,3.3,16
8008,Siren,72,48,7.8,41
8009,NARC,51,27,2.8,6
8010,Driver: San Francisco,80,11,7,332
8011,Just Dance 2017,,,,
8012,NASCAR Unleashed,,,,
8013,Super Robot Taisen J,,,,
8014,Shape Up,58,6,8.3,28
8015,Nep League DS,,,,
8016,Happy Cooking,,,,
8017,Ar tonelico 2: Melody of Metafalica,,,,
8018,Cars: Race-O-Rama,61,5,,
8019,Jewel Master: Cradle of Athena,,,,
8020,Saw II: Flesh & Blood,,,,
8021,Hidden Mysteries: Vampire Secrets,,,,
8022,Casper: Friends Around the World,,,,
8023,Jurassic Park III: Island Attack,57,6,,
8024,Jikkyou Powerful Pro Baseball 2016,,,,
8025,Star Trek: Legacy,64,41,5.5,42
8026,Tekken Tag Tournament 2,,,,
8027,GameBoy Wars,,,,
8028,Amplitude,86,35,8.8,26
8029,Disgaea DS,82,32,7.5,35
8030,Gauntlet: Seven Sorrows,61,36,7.8,4
8031,AirForce Delta Storm,61,21,7.1,7
8032,Metal Gear Solid V: The Phantom Pain,,,7.2,159
8033,Monopoly Party,,,,
8034,Fear Effect 2: Retro Helix,84,15,8.9,17
8035,Chaotic: Shadow Warriors,,,,
8036,Ninja Gaiden 3,,,,
8037,Atelier Shallie: Alchemists of the Dusk Sea,76,26,7.7,44
8038,Mahjong: Journey Quest for Tikal,,,,
8039,Call of Duty: World at War,83,36,7.5,721
8040,CSI: Fatal Conspiracy,39,5,5.6,13
8041,Chocobo no Fushigi Dungeon for WonderSwan,,,,
8042,International Superstar Soccer 2000 (JP weekly sales),,,,
8043,Ringling Bros. and Barnum & Bailey Circus,,,,
8044,Klonoa: Door to Phantomile,,,,
8045,Vietcong: Purple Haze,48,11,4.3,6
8046,Atari Anniversary Advance,75,7,,
8047,Summer Athletics: The Ultimate Challenge,,,,
8048,Hatsune Miku and Future Stars: Project Mirai,,,,
8049,X-Men Origins: Wolverine,,,6.8,16
8050,Syndicate,74,65,7.1,174
8051,Zumba Fitness Rush,73,7,6.2,5
8052,Call of Juarez,71,37,6.9,46
8053,TalkMan (Japan),,,,
8054,Ghostbusters: The Video Game,54,13,4.7,13
8055,Bloody Roar: Primal Fury,75,27,8.5,20
8056,Mega Man Soccer,,,,
8057,MotoGP,44,10,5.4,11
8058,Mushroom Men: The Spore Wars,72,37,8.7,33
8059,Saint Seiya: Soldiers' Soul,59,30,7.8,45
8060,Brunswick Pro Bowling,47,6,,
8061,LEGO Harry Potter: Years 5-7,64,19,6.8,21
8062,FIFA Soccer 07,,,,
8063,Rabbids Party Collection,,,,
8064,Corpse Party: Blood Drive,60,19,7.4,58
8065,The Last Airbender,69,6,7,4
8066,My Fitness Coach 2: Exercise and Nutrition,,,,
8067,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,,,,
8068,Vampire Savior: The Lord of Vampire,,,,
8069,Backbreaker,54,29,7.6,68
8070,UFC Personal Trainer: The Ultimate Fitness System,54,5,,
8071,MotoGP 14 ,73,28,6.4,26
8072,Shrek SuperSlam,,,,
8073,Alone in the Dark,39,10,4.4,34
8074,Super Robot Taisen UX,,,,
8075,Skylanders Imaginators,76,4,,
8076,Six Flags Fun Park,34,4,7,4
8077,Test Drive Off-Road Wide Open,64,21,8.3,9
8078,Jeopardy!,,,,
8079,Pro Yaky? Spirits 2011,,,,
8080,Doctor Who: Return to Earth,,,,
8081,Battle Commander: Hachibushu Shura no Heihou,,,,
8082,WWE All Stars,70,4,6.6,5
8083,Jampack Vol. 1,,,,
8084,Bad Boys: Miami Takedown,35,20,5.9,9
8085,Valhalla Knights 3,48,19,6.8,56
8086,Mega Man X: Command Mission,69,27,7.1,18
8087,Tokyo Xtreme Racer DRIFT,59,13,8.6,15
8088,Moon,,,,
8089,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",65,20,7.5,4
8090,Cabela's Big Game Hunter 2005 Adventures,65,5,8.3,6
8091,Re-Volt,,,,
8092,Sesame Street: Elmo's Letter Adventure,,,,
8093,Senran Kagura: Estival Versus,71,4,7.4,34
8094,Might & Magic: Clash of Heroes,,,,
8095,GRID Autosport,75,35,6.8,62
8096,Gokujou Parodius,,,,
8097,Half-Minute Hero,84,41,7.8,38
8098,Gauntlet: Dark Legacy,60,20,9.1,16
8099,A.C.E.: Another Century's Episode 2,,,,
8100,The Chronicles of Narnia: Prince Caspian,56,24,7.5,13
8101,Company of Heroes: Anthology,,,,
8102,Shadow The Hedgehog,49,24,5.5,36
8103,Daigasso! Band Brothers P,,,,
8104,Batman: Vengeance,68,8,,
8105,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,,,,
8106,The Adventures of Cookie & Cream,,,,
8107,World of Outlaws: Sprint Cars,57,4,8.1,10
8108,Van Helsing,63,32,7.6,8
8109,Grand Slam Tennis 2,71,45,5.1,14
8110,Ben 10 Ultimate Alien: Cosmic Destruction,51,5,5.3,4
8111,Pure Futbol,38,20,7.9,29
8112,Spider-Man: Friend or Foe,58,7,4.4,9
8113,Sing4: The Hits Edition,,,,
8114,Gun,77,27,8.6,8
8115,SoulCalibur Legends,52,35,5.7,24
8116,Rio,,,,
8117,F1 Challenge,,,,
8118,Squeeballs Party,59,16,,
8119,Metal Gear Ac!d 2,,,,
8120,Shadow Madness,,,,
8121,Aliens: Colonial Marines,45,40,3.5,1156
8122,Tiger Woods PGA Tour 2004,75,5,7.5,4
8123,The Game of Life / Yahtzee / Payday,,,,
8124,FIFA Soccer 11,83,16,7.7,102
8125,American Chopper 2: Full Throttle,,,8.1,9
8126,Borderlands,81,37,7.8,1363
8127,de Blob 2,79,20,8.1,26
8128,Silent Hill 4: The Room,76,43,8.3,26
8129,Commandos 2: Men of Courage,67,19,6.8,11
