ID,Name,Critic_Score,Critic_Count,User_Score,User_Count
6982,The Club,72,42,6.5,15
6983,Monster Hunter G,,,,
6984,Meteos,88,49,7.5,164
6985,All-Star Baseball 2001,,,,
6986,Star Wars Jedi Knight II: Jedi Outcast,75,17,7.8,19
6987,Tom Clancy's Splinter Cell,89,19,8.7,25
6988,Virtua Tennis 4,70,37,6.2,12
6989,ESPN NHL Hockey,90,19,7,22
6990,Harvest Moon GB,,,,
6991,DiRT Showdown,75,53,6.4,53
6992,The Incredible Hulk: Ultimate Destruction,84,47,8,22
6993,NCAA GameBreaker 2003,53,19,,
6994,The Amazing Spider-Man 2 (2014),,,,
6995,Gundam Battle Assault,61,4,7.8,4
6996,Virtua Fighter Kids,,,,
6997,XCOM 2,88,104,7.1,1221
6998,Lunar: Silver Star Story,,,,
6999,Rocket Power: Beach Bandits,53,6,,
7000,Shaun White Snowboarding,63,4,,
7001,Tony Hawk's Downhill Jam,69,42,6.2,13
7002,M&M's Kart Racing,,,,
7003,Cross Edge,52,32,7.2,82
7004,Tom Clancy's Rainbow Six: Rogue Spear,,,,
7005,The Lord of the Rings: Aragorn's Quest,58,21,7.8,5
7006,NHL FaceOff 2001,78,11,,
7007,Cabela's Outdoor Adventures (2009),,,,
7008,Puss in Boots,,,,
7009,Yu-Gi-Oh! GX: Duel Academy,,,,
7010,Tribes: Aerial Assault,73,23,8.8,47
7011,Game & Wario,,,,
7012,Colony Wars: Vengeance,,,,
7013,Looney Tunes: Acme Arsenal,27,7,5.1,14
7014,Jewels of the Tropical Lost Island,,,,
7015,Sherlock Holmes and the Mystery of Osborne House,48,11,,
7016,Ashes Cricket 2009,,,,
7017,Madden NFL 06,71,7,,
7018,Madagascar: Escape 2 Africa,58,13,6.8,4
7019,The King of Fighters '95 (CD),,,,
7020,Megamind: Mega Team Unite,,,,
7021,Perfect Weapon,,,,
7022,NBA 2K6,81,33,8.6,31
7023,NASCAR 08,57,21,5,14
7024,Major League Baseball 2K10,,,,
7025,Rock Band Track Pack Volume 2,,,,
7026,Wipeout 2,,,,
7027,Mafia,66,33,7.7,22
7028,Grand Slam Tennis 2,73,36,5.2,17
7029,Dynasty Warriors: Strikeforce,59,18,5.7,12
7030,Airblade,70,18,5.8,12
7031,Mega Man & Bass,,,,
7032,Ratchet & Clank: Full Frontal Assault,,,,
7033,Epic Mickey 2: The Power of Two,57,14,5.6,46
7034,AKB1/149: Love Election,,,,
7035,Tetris 2 (weekly jp sales),,,,
7036,Pro Yakyuu Team o Tsukurou! 2,,,,
7037,Musou Orochi Z,,,,
7038,World Series of Poker 2008: Battle for the Bracelets,,,,
7039,Carnival Island,66,25,5.2,5
7040,Tom Clancy's Rainbow Six: Siege,79,37,6.9,734
7041,Me & My Katamari,,,,
7042,What's Cooking? Jamie Oliver,,,,
7043,Genji: Dawn of the Samurai,74,49,8.3,19
7044,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,,,,
7045,Critical Depth,,,,
7046,Barbie as The Island Princess,,,,
7047,Tales of VS.,,,,
7048,Saka-Tsuku DS: Touch and Direct,,,,
7049,The Italian Job,55,18,6.3,4
7050,Mega Man Battle Network 5: Team Colonel / Protoman,,,,
7051,TrackMania: Build to Race,74,17,6.8,5
7052,Ultimate Band,59,17,5.5,4
7053,Star Ocean,,,,
7054,Freedom Fighters,82,23,8.2,23
7055,Barbie and the Three Musketeers,,,,
7056,Madden NFL 12,,,,
7057,Soldier of Fortune II: Double Helix,61,26,6.5,13
7058,Disney Princess: Enchanted Journey,,,,
7059,Rock Band Track Pack Volume 1,,,,
7060,Lunar Knights,82,39,7.8,25
7061,Hot Wheels: Beat That!,,,,
7062,Naruto: Ninja Council 2 European Version,,,,
7063,Final Fantasy XI: Treasures of Aht Urhgan,87,4,7.1,13
7064,WWE All Stars,71,12,7.4,7
7065,Alundra,86,9,9,41
7066,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,,,,
7067,Mortal Kombat: Armageddon,71,29,8.4,33
7068,Madden NFL 13,75,9,6.7,30
7069,Bratz: Girlz Really Rock,,,8.4,7
7070,Super R-Type,,,,
7071,Rampage 2: Universal Tour,,,,
7072,Super Robot Taisen F Kanketsuhen,,,,
7073,Transformers: Devastation,77,50,7.5,160
7074,Cars 2,,,,
7075,Hannah Montana: The Movie,,,3.4,17
7076,BlowOut,58,12,6.2,5
7077,NFL Blitz Pro,73,20,8.5,14
7078,Tiger Woods PGA Tour 2003,90,10,8,5
7079,The Raiden Project,,,,
7080,Tales of Berseria,,,,
7081,I Love Horses,,,,
7082,Pinball Hall of Fame: The Gottlieb Collection,73,27,8.1,13
7083,Pocket Fighter,,,,
7084,Disgaea: Afternoon of Darkness,87,37,8.2,69
7085,Bicycle Casino 2005,,,,
7086,Toukiden Kiwami,82,5,8.6,42
7087,Dark Souls II,,,,
7088,Hello Kitty Seasons,,,,
7089,.hack//G.U. Vol.2//Reminisce,,,,
7090,SSX On Tour,79,23,8.1,44
7091,NCAA Football 09,,,,
7092,Hooked! Real Motion Fishing,,,,
7093,Rune Factory: Tides of Destiny,55,12,7.9,44
7094,Ys Seven,79,27,8.5,65
7095,NCAA GameBreaker 2004,61,15,,
7096,Ninja Gaiden Sigma,,,,
7097,Lumines: Electronic Symphony,83,65,7.8,85
7098,Tony Hawk's Proving Ground,79,21,6.7,6
7099,The Polar Express,39,10,4.3,6
7100,Bass Pro Shops: The Hunt,,,,
7101,AC/DC LIVE: Rock Band Track Pack,63,16,4.9,10
7102,Buzz! Junior: RoboJam,,,,
7103,Valhalla Knights 2,50,13,5.4,13
7104,Deca Sports 3,41,7,,
7105,Tetris Attack,,,,
7106,Spec Ops: The Line,76,16,8.2,1237
7107,Saint Seiya: Sanctuary Battle,62,14,7.3,34
7108,NBA ShootOut 2003,62,22,5.9,8
7109,Shin Nippon Pro Wrestling: Toukon Retsuden 3,,,,
7110,Big Beach Sports 2,,,,
7111,Digimon World DS (JP sales),,,,
7112,NHL FaceOff 2003,55,20,,
7113,Jersey Devil,,,,
7114,Need For Speed: Undercover,59,7,6.7,6
7115,Guitar Hero Live,,,5.5,19
7116,Rogue Ops,61,26,9.2,6
7117,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,,,,
7118,3rd Super Robot Wars Z Jigoku Hen,,,,
7119,Killer is Dead,64,39,7.9,215
7120,F1 2014,64,14,4.1,20
7121,New Carnival Games,,,,
7122,Legion: The Legend of Excalibur,51,21,7,6
7123,Puzzle & Dragons X: God Chapter / Dragon Chapter,,,,
7124,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,,,,
7125,TNA iMPACT!,,,,
7126,LEGO Jurassic World,,,7.6,11
7127,Def Jam: Fight for NY,,,,
7128,Sword Art Online: Infinity Moment,,,,
7129,Spartan: Total Warrior,74,33,8.4,65
7130,EX Monopoly,,,,
7131,Ultimate Duck Hunting: Hunting & Retrieving Ducks,,,,
7132,64 de Hakken! Tamagotchi Minna de Tamagotchi World,,,,
7133,Family Party: 30 Great Games Winter Fun,,,,
7134,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,,,,
7135,Deadly Duck,,,,
7136,Assault,,,,
7137,Reactor,,,,
7138,Gundam Battle Chronicle,,,,
7139,Zumba Fitness: World Party,,,,
7140,Danball Senki Boost,,,,
7141,Justice League Heroes,72,13,7.8,5
7142,101-in-1 Party Megamix Wii,,,,
7143,Conflict: Vietnam,60,40,7.3,9
7144,Hatsune Miku: Project Mirai 2,,,,
7145,Whirl Tour,58,9,7,5
7146,Time Crisis: Crisis Zone,66,38,,
7147,Momotarou Dentetsu 15,,,,
7148,Ben 10 Ultimate Alien: Cosmic Destruction,,,,
7149,NBA Street: Showdown,75,25,8.5,15
7150,We Sing Pop!,,,,
7151,pro evolution soccer 2011,78,9,5.4,7
7152,Skies of Arcadia Legends,84,31,9.2,95
7153,MotoGP 08,,,,
7154,Sengoku Basara 3 Utage,,,,
7155,Breath of Fire,79,17,8.8,9
7156,Last Window: The Secret of Cape West,,,,
7157,Risen 2: Dark Waters,69,51,5.6,751
7158,Petz Monkeyz House,,,,
7159,Ford vs. Chevy,,,8,5
7160,LEGO The Hobbit,,,7.8,11
7161,Darksiders II,,,,
7162,NCAA Football 2005,88,18,9,5
7163,Hamtaro: Ham-Ham Games,77,20,7.8,6
7164,Danny Phantom: The Ultimate Enemy,,,8.8,4
7165,Cloudy With a Chance of Meatballs,,,,
7166,Soul Sacrifice Delta,82,24,8.4,125
7167,Crazy Climber,,,,
7168,NASCAR 2011: The Game,42,5,3.1,9
7169,Super Adventure Island,,,,
7170,Discovery Kids: Dolphin Discovery,,,,
7171,Spider-Man: Edge of Time,58,43,7.2,29
7172,Bust-A-Move 4,,,,
7173,Ride,66,30,7,47
7174,NFL Quarterback Club 97,,,,
7175,Spirit Camera: The Cursed Memoir,54,35,6.1,28
7176,Yu-Gi-Oh! GX: Tag Force 3,,,,
7177,Galactic Wrestling: Featuring Ultimate Muscle,61,12,8,5
7178,FaceBreaker K.O. Party,61,15,5.6,7
7179,Dino Stalker,50,18,6.3,8
7180,Mobile Suit Gundam Seed,,,,
7181,Rock Band Track Pack: Classic Rock,,,,
7182,Petz Rescue: Endangered Paradise,,,,
7183,Rapala's Fishing Frenzy,61,5,,
7184,Mega Man Zero 3,77,21,9,22
7185,Super Swing Golf,72,44,7.8,15
7186,G-Force,68,22,7.6,7
7187,Luminous Arc 2,73,19,7.7,14
7188,Barbie Super Sports,,,,
7189,Shinobi,69,33,7.3,33
7190,Nicktoons Collection: Game Boy Advance Video Volume 2,,,,
7191,Tony Hawk's Downhill Jam,76,34,7,7
7192,Risen 2: Dark Waters,47,13,5.2,37
7193,Age of Empires: The Age of Kings,80,38,7.9,59
7194,Duel Masters: Kaijudo Showdown,66,10,,
7195,Muramasa: The Demon Blade,,,,
7196,MotoGP 09/10,70,42,5.4,28
7197,The Lord of the Rings: The Third Age,67,7,8.5,12
7198,Dinosaur King,61,13,8,9
7199,The Suffering,77,44,8.8,23
7200,Pitfall: The Big Adventure,,,6.3,6
7201,Tetris Worlds,47,10,5.6,8
7202,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),,,,
7203,Mega Man 64,,,,
7204,Rampage 2: Universal Tour,,,,
7205,Ms. Pac-Man: Maze Madness,,,,
7206,ECW Hardcore Revolution,,,,
7207,The Sims 4: Get Together,72,16,7.3,117
7208,Tales of Graces,,,,
7209,Viewtiful Joe 2,86,39,8.3,19
7210,Neopets Puzzle Adventure,52,11,,
7211,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,,,,
7212,LEGO Harry Potter: Years 5-7,80,5,8.5,44
7213,Child of Eden,81,21,7.8,25
7214,All Star Karate,46,4,,
7215,Dragon Ball: Origins (JP & incomplete US sales),,,,
7216,NBA Jam Extreme,,,,
7217,Naruto Shippuden: Ninja Council 4,49,10,,
7218,Touch the Dead,56,31,5.6,5
7219,Worms: Battle Islands,58,13,,
7220,Nickelodeon Party Blast,19,4,4.3,7
7221,Jackass the Game,58,21,7,12
7222,Ragnarok DS,53,19,5.8,17
7223,NHL Championship 2000,,,,
7224,ATV Quad Kings,33,4,,
7225,Shellshock: Nam '67,58,37,7,14
7226,Ultimate Band,69,11,,
7227,Kartia: The Word of Fate,,,,
7228,Karaoke Revolution Glee 2: Road to Regionals,,,,
7229,Magna Carta: Tears of Blood,66,34,7,22
7230,All-Star Baseball 2002,66,17,5.6,9
7231,Lethal Skies Elite Pilot: Team SW,59,16,,
7232,Capcom vs. SNK,80,17,9,24
7233,Pinball Hall of Fame: The Williams Collection,82,16,7.9,8
7234,Aliens vs Predator: Requiem,49,34,5.6,19
7235,Dishonored 2,88,22,6.8,156
7236,Asphalt: Injection,49,33,4.8,28
7237,Tamagotchi no KiraKira Omisecchi,,,,
7238,From Russia With Love,70,20,8.5,13
7239,Family Fest presents: Movie Games,,,,
7240,Guitar Hero: Smash Hits,69,6,8.3,6
7241,NBA Live 09 All-Play,51,11,5.9,14
7242,NFL Quarterback Club 2002,67,12,7.8,6
7243,NCAA Basketball 09,70,23,5.6,8
7244,Kirby's Star Stacker,,,,
7245,Shin Megami Tensei: Persona,78,30,8,47
7246,Kung Fu Panda 2,,,,
7247,Lords of the Fallen,71,13,6.7,166
7248,LEGO The Lord of the Rings,80,6,8.2,127
7249,Kidz Bop Dance Party! The Video Game,,,,
7250,Growlanser: Heritage of War,60,7,7.9,9
7251,Ben 10 Alien Force: Vilgax Attacks,61,9,8.3,4
7252,Imagine: Detective,,,,
7253,Rugby 2004,61,13,6.8,65
7254,Disney's Magical Quest Starring Mickey and Minnie,,,,
7255,The Amazing Spider-Man 2 (2014),,,,
7256,Senran Kagura 2: Deep Crimson ,58,28,6.8,56
7257,NBA 06,72,19,5.4,8
7258,KORG DS-10 Synthesizer,82,11,8.2,13
7259,Naruto: Ninja Council,60,12,7.1,9
7260,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,,,,
7261,Tropico 3,75,33,6.6,22
7262,Wreckless: ThE YaKuza MisSiOns,60,16,,
7263,Deadly Creatures,72,45,8.8,36
7264,Naruto Shippuden: Ultimate Ninja Storm Revolution,62,11,7.3,44
7265,CSI: Fatal Conspiracy,,,,
7266,Jikkyou Powerful Major League,,,,
7267,Dead Island,80,24,6.8,1428
7268,NFL 2K3,92,24,8.3,15
7269,Saltwater Sportfishing,,,,
7270,Hasbro Family Game Night,57,6,,
7271,Yoshi Touch & Go (JP sales),,,,
7272,Samurai Jack: The Amulet of Time,63,13,,
7273,J-League Winning Eleven 2008: Club Championship,,,,
7274,Sports Car GT,,,,
7275,Jackie Chan: Stuntmaster,,,,
7276,Hunted: The Demon's Forge,61,59,6,116
7277,Scooby-Doo! Mystery Mayhem,,,,
7278,Kanzen Chuuki Pro Yakyuu Greatest Nine,,,,
7279,Yu-Gi-Oh! GX: Spirit Caller (American Sales),,,,
7280,Summer Athletics: The Ultimate Challenge (Others sales),,,,
7281,American Idol,,,4.8,5
7282,Britney's Dance Beat,53,14,7.4,5
7283,Shrek SuperSlam,70,11,7.8,6
7284,Full Auto,70,63,7.8,36
7285,Sailor Moon,,,,
7286,Herdy Gerdy,69,24,5,12
7287,Pass the Pigs,,,,
7288,Afrika,63,12,6.2,34
7289,The Crew,,,6.4,94
7290,G.I. Joe: The Rise of Cobra,51,11,,
7291,Jewel Quest: Expeditions,68,4,,
7292,Digimon World Re:Digitize,,,,
7293,The Legend of Heroes: Trails in the Sky First Chapter,,,,
7294,Marvel Super Hero Squad: The Infinity Gauntlet,,,,
7295,Over G Fighters,49,36,6,49
7296,NBA in the Zone 2000,,,,
7297,Dark Summit,67,11,,
7298,Angry Birds Star Wars,47,5,2,87
7299,Hot Shots Tennis: Get a Grip,80,27,8,17
7300,Cabela's Big Game Hunter: Ultimate Challenge,,,,
7301,MySims Party,56,16,,
7302,Star Wars: The Force Unleashed II,43,5,4,5
7303,The Dukes of Hazzard: Return of the General Lee,52,17,6.8,8
7304,Pandemonium!,,,,
7305,Transformers: Dark of the Moon,,,,
7306,Namco Museum: 50th Anniversary,60,23,,
7307,Crash 'N' Burn,63,17,8,7
7308,NBA,57,25,6.9,14
7309,Teenage Mutant Ninja Turtles: Smash-Up,,,8.4,12
7310,Pro Yakyuu Greatest Nine '97,,,,
7311,Nintendo Presents: Crossword Collection,,,,
7312,Big League Sports,,,,
7313,Petz Rescue: Wildlife Vet,,,,
7314,Lunar: Silver Star Story Complete,,,,
7315,Dorabase DS: Dramatic Stadium,,,,
7316,Disaster Report,66,28,8,7
7317,EVE: burst error,,,,
7318,Armored Core V,68,37,7.2,37
7319,Backyard NFL Football '09,,,,
7320,College Hoops 2K7,82,22,8.2,12
7321,Speed Racer: The Videogame,,,,
7322,Bratz: Forever Diamondz,,,,
7323,NCAA March Madness 08,69,22,,
7324,WCW Backstage Assault,40,9,,
7325,Rampage: Total Destruction,46,21,5.6,19
7326,Magician's Quest: Town of Magic,,,,
7327,Wild Wild Racing,64,13,,
7328,The Bard's Tale,76,44,8.6,14
7329,Yoostar2,,,,
7330,Doom (2016),,,,
7331,Momotarou Dentetsu 16,,,,
7332,Robotech: The Macross Saga,61,8,6.5,4
7333,Transformer: Rise of the Dark Spark,,,,
7334,Yu Yu Hakusho: Dark Tournament,56,15,8.5,18
7335,MTV Celebrity Deathmatch,,,,
7336,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,,,,
7337,Conflict Zone,47,7,7.4,8
7338,Petz: Horse Club,,,,
7339,Code Name: S.T.E.A.M.,69,69,7.7,125
7340,The Bureau: XCOM Declassified,68,30,6.7,118
7341,Star Wars: Battlefront,72,19,3.5,1509
7342,BloodRayne,76,20,7.5,6
7343,Harry Potter and the Deathly Hallows - Part 2,55,5,,
7344,Puss in Boots,,,,
7345,TRON: Evolution - Battle Grids,,,,
7346,NHL 2K6,83,32,7.5,26
7347,Hannah Montana: The Movie,25,4,3.8,48
7348,Tenchu: Return From Darkness,70,55,7,6
7349,World Poker Tour,60,17,8.6,5
7350,Neo Contra,65,37,7.1,8
7351,MVP Baseball,67,21,7.7,16
7352,Where's Waldo? The Fantastic Journey,,,8.9,8
7353,WipeOut 3 The Game,,,,
7354,Tony Hawk's American Sk8land,84,31,8.7,55
7355,Ghostbusters II,,,,
7356,Breakaway IV,,,,
7357,RealSports Baseball,,,,
7358,Atelier Escha & Logy: Alchemists of the Dusk Sky,,,,
7359,LEGO Ninjago: Shadow of Ronin,,,,
7360,Viewtiful Joe 2,85,29,7.7,17
7361,The BIGS 2,76,31,6.2,35
7362,Quake III: Revolution,84,18,7.2,11
7363,Pac-Man World 3,63,22,5.2,13
7364,50 Cent: Blood on the Sand,71,54,6.4,64
7365,Naruto: Clash of Ninja (JP sales),,,,
7366,Journey,92,78,8.8,1381
7367,SingStar Pop Edition,,,,
7368,SBK X: Superbike World Championship,73,4,7.5,4
7369,Robotech: Battlecry,74,22,7,10
7370,NOëL: NOT DiGITAL,,,,
7371,Dragon Ball Z Hyper Dimension,,,,
7372,Imagine: Boutique Owner,,,,
7373,Dragon Ball: Fusions,68,12,7.6,16
7374,Madden NFL 07,70,9,6.5,10
7375,HBO Boxing,26,7,4,5
7376,Hasbro Family Game Night 3,,,,
7377,Star Trek: The Game,,,,
7378,Bass Pro Shops: The Strike,63,4,5.8,5
7379,Darkwatch,75,43,8.1,21
7380,Disgaea D2: A Brighter Darkness,74,37,8.1,61
7381,Front Mission 5: Scars of the War,,,,
7382,Maximo vs Army of Zin,83,46,7.8,13
7383,Bratz: Girlz Really Rock,,,,
7384,The Fairly OddParents: Breakin' Da Rules,,,,
7385,Assassin's Creed Syndicate,74,14,5.9,544
7386,The Chronicles of Narnia: Prince Caspian,54,12,,
7387,Summoner 2,76,20,8.3,22
7388,The Land Before Time: Big Water Adventure,,,,
7389,Move Fitness,,,,
7390,Order Up!,,,,
7391,Shadow of Destiny,78,18,8.2,19
7392,The Magic School Bus: Oceans,,,,
7393,Valkyria Chronicles III: Unrecorded Chronicles,,,,
7394,Ninja Gaiden: Dragon Sword,83,52,7.8,36
7395,Cabela's Deer Hunt: 2004 Season,65,5,8.4,16
7396,Brunswick Pro Bowling,,,7.3,4
7397,Gex 3: Deep Cover Gecko,,,,
7398,WinBack: Covert Operations,,,,
7399,ClayFighter 63 1/3,,,,
7400,Monopoly,,,,
7401,WCW Nitro,,,,
7402,Cruis'n Exotica,,,,
7403,World of Final Fantasy,77,5,8.6,46
7404,Danganronpa Another Episode: Ultra Despair Girls,72,35,8.4,77
7405,Pro Evolution Soccer 2012,79,9,7,12
7406,The Legend of Spyro: The Eternal Night,60,8,6.4,15
7407,Bastard!! Utsuro Naru Kamigami no Utsuwa,,,,
7408,DanceDanceRevolution II,,,,
7409,The Wolf Among Us,83,6,8.4,259
7410,Cursed Mountain,67,51,7.6,33
7411,Now! That's What I Call Music: Dance & Sing,,,,
7412,The King of Fighters '96,,,,
7413,Age of Empires: Mythologies,78,28,6.9,20
7414,SBK Superbike World Championship,63,17,8,6
7415,Bionicle,47,5,4.2,5
7416,Hidden Mysteries: Buckingham Palace,,,,
7417,Heroes of Ruin,69,53,7.4,50
7418,State of Decay,,,,
7419,A Boy and His Blob,80,43,8.7,35
7420,Prince of Persia: Revelations,,,,
7421,Angel Blade: Neo Tokyo Guardians,,,,
7422,Threads of Fate,,,,
7423,Baja: Edge of Control,61,21,5,11
7424,G.I. Joe: The Rise of Cobra,43,32,4.8,13
7425,PoPoLoCrois Monogatari II,,,,
7426,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,,,,
7427,UFC Undisputed 2010,74,27,7,13
7428,World Series of Poker,37,6,6.4,20
7429,Rayman Raving Rabbids,67,16,7.3,19
7430,Deus Ex: The Conspiracy,81,25,8.9,49
7431,Unreal II: The Awakening,64,27,5.3,20
7432,Rumble Racing,85,17,8.2,9
7433,Spider-Man: Web of Shadows,69,4,4.1,16
7434,Vampire Rain,38,45,2.9,44
7435,Batman Begins,65,56,7.1,21
7436,NBA Live 15,53,9,6.8,53
7437,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,,,,
7438,J-League Winning Eleven 10 + Europa League 06-07,,,,
7439,Shrek: Reekin' Havoc,57,11,,
7440,Tales of Phantasia: Narikiri Dungeon X,,,,
7441,JSRF: Jet Set Radio Future,88,36,8.2,102
7442,NHL Hitz 20-02,79,13,8.7,7
7443,Way of the Samurai 3,55,22,6.8,16
7444,NCAA Football 2003,91,11,8.1,9
7445,Rollcage,,,,
7446,Hitman: HD Trilogy,71,20,7.6,46
7447,Marvel Super Hero Squad,51,7,,
7448,J Stars Victory Vs.,74,5,7.9,29
7449,de Blob 2,74,50,7.1,34
7450,Champion Jockey: G1 Jockey & Gallop Racer,,,,
7451,Greg Hastings Paintball 2,,,8.3,7
7452,ESPN Winter X Games: Snowboarding 2002,64,14,7.9,8
7453,Final Fantasy Fables: Chocobo's Dungeon,76,34,8,20
7454,Project: Snowblind,78,54,8.3,23
7455,Prison Break: The Conspiracy,40,37,4.7,19
7456,Super Robot Taisen K,,,,
7457,You Don't Know Jack,81,5,7.7,6
7458,Mortal Kombat: Special Forces,28,7,2.4,17
7459,Mega Man Legacy Collection,77,27,7.1,26
7460,The Last Airbender,53,4,6.6,5
7461,Tony Hawk's Motion,39,11,,
7462,Disney's Planes,,,,
7463,NCAA March Madness 07,67,33,7.1,15
7464,StokEd,68,34,8.6,19
7465,Shin Megami Tensei: Persona 3 (jp sales),,,,
7466,Evil Dead: Regeneration,68,26,8.5,8
7467,Wacky Races: Crash & Dash,,,,
7468,Defiance,64,40,6.5,661
7469,NHL 2003,80,12,7.9,12
7470,X-Men: Children of the Atom,,,,
7471,Tiger Woods PGA Tour,78,25,7.4,14
7472,NHL 2K3,89,25,7.8,17
7473,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,,,,
7474,NCAA Football 10,,,,
7475,Heisei Kyouiku linkai DS,,,,
7476,You Don't Know Jack,82,23,7.9,29
7477,The Naked Brothers Band: The Video Game,,,,
7478,SpongeBob SquarePants: Game Boy Advance Video Volume 3,,,,
7479,Pro Yaky? Spirits 2010,,,,
7480,Final Fight One,82,16,7.8,8
7481,Tony Hawk's Pro Skater 5,32,43,1.5,427
7482,MLB 10: The Show,79,11,6.6,8
7483,Gallop Racer 2003: A New Breed,68,16,8.5,15
7484,Frogger 3D,54,11,5.5,8
7485,Blue Dragon Plus,69,46,6.5,15
7486,Outlaw Golf 2,74,41,,
7487,BeyBlade VForce: Super Tournament Battle,33,6,7.5,18
7488,Little Battlers eXperience: Baku Boost,,,,
7489,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,,,,
7490,Dead to Rights: Retribution,61,64,7,34
7491,Bugs Bunny & Taz: Time Busters,,,,
7492,Discovery Kids: Pony Paradise,,,,
7493,Jikkyou Powerful Pro Yakyuu 2012,,,,
7494,Dragon Ball Z: Sagas,48,11,6.6,11
7495,X2: Wolverine's Revenge,58,27,6.4,9
7496,Power Rangers: Wild Force,55,4,6.9,8
7497,Tenchu: Shadow Assassins,70,35,7.8,24
7498,Barbie: Groom and Glam Pups,,,,
7499,Lost Planet 3,61,30,5.5,102
7500,Mary-Kate and Ashley: Girls Night Out,75,5,,
7501,The King of Fighters '95,,,,
7502,Wedding Dash,,,,
7503,Beyblade G-Revolution,40,5,7.8,5
7504,Trade & Battle: Card Hero,,,,
7505,World Championship Cards,,,,
7506,Capcom Fighting Evolution,57,33,4.8,5
7507,Assassin's Creed The Ezio Collection,72,32,7.4,49
7508,SD Gundam GNext,,,,
7509,God of War Collection,73,28,7.4,133
7510,Backyard NFL Football 2006,,,,
7511,NASCAR Heat 2002,78,18,,
7512,Sloane to MacHale no Nazo no Monogatari,,,,
7513,Anarchy Reigns,71,35,8.2,106
7514,Mobile Suit Gundam: Crossfire,33,31,5.1,47
7515,Saints Row IV,,,,
7516,Sengoku Basara 2 Heroes,,,,
7517,Buzz! The Schools Quiz,,,,
7518,Suikoden Tactics,68,31,8.6,17
7519,NCAA March Madness 06,76,21,7.2,5
7520,Sniper: Ghost Warrior 2,52,33,5.7,110
7521,EVE Online,69,22,7.5,280
7522,Phantasy Star Online,89,21,9.1,33
7523,Crazy Taxi 3: High Roller,69,33,8.5,13
7524,Midnight Club 3: DUB Edition Remix,87,16,5.3,18
7525,International Superstar Soccer 2000,,,,
7526,CandyLand / Chutes & Ladders / Memory,,,,
7527,The Bible Game,,,5.4,22
7528,Thrillville,72,13,2.8,39
7529,Drift King Shutokou Battle '94,,,,
7530,"Warhammer 40,000: Space Marine",74,34,7.4,596
7531,Shining Blade,,,,
7532,The Ultimate Red Ball Challenge,,,,
7533,The King of Fighters Collection: The Orochi Saga,67,14,8.5,4
7534,PBR: Out of the Chute,,,,
7535,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,,,,
7536,Valkyria Chronicles,,,,
7537,Disney's Planes,51,10,5.3,9
7538,Saturday Night Speedway,,,8.7,7
7539,Bratz: Rock Angelz,,,,
7540,Langrisser III,,,,
7541,Zombie Army Trilogy,62,26,6.8,88
7542,CSI: Deadly Intent,,,,
7543,MLB SlugFest 20-03,79,9,7.8,5
7544,Samurai Spirits (CD),,,,
7545,The Con,63,37,7.3,16
7546,Pitfall: The Lost Expedition,70,34,8.9,12
7547,From TV Animation One Piece: Grand Battle! 3,,,,
7548,Need for Speed Carbon: Own the City,70,6,7.5,15
7549,Deal or No Deal: The Banker is Back!,,,,
7550,Rocket Power: Zero Gravity Zone,,,,
7551,Enchanted Arms,64,23,5.9,40
7552,Le Mans 24 Hours,75,19,7.6,9
7553,WipeOut 3 The Game,,,,
7554,The Witch and the Hundred Knight,53,44,7.5,80
7555,ESPN MLB Baseball,,,,
7556,All Star Pro-Wrestling,,,,
7557,Dragon Ball Z: Harukanaru Densetsu,57,16,6.2,10
7558,Harvest Moon: More Friends of Mineral Town,82,8,9.2,40
7559,The Fairly Odd Parents: Shadow Showdown,,,,
7560,Story of Seasons: Good Friends of the Three Villages,,,,
7561,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,,,,
7562,Jillian Michaels' Fitness Adventure,,,,
7563,Kurohyou 2: Ryu ga Gotoku Ashura Hen,,,,
7564,X2: Wolverine's Revenge,72,8,7.2,5
7565,NBA 2K2,90,17,7.6,5
7566,Code of Princess,67,38,7.6,73
7567,Major League Baseball 2K11,72,13,6.3,9
7568,7th Dragon 2020,,,,
7569,Cars,70,22,,
7570,Taiko no Tatsujin: Waku Waku Anime Matsuri,,,,
7571,Spy Hunter,71,16,,
7572,We Sing Robbie Williams,,,,
7573,Dark Messiah of Might and Magic Elements,52,27,7,48
7574,Planet 51,53,6,5.8,4
